Event.Id,Investigation.Type,Accident.Number,Event.Date,Location,Country,Aircraft.damage,Aircraft.Category,Registration.Number,Make,Model,Amateur.Built,Number.of.Engines,Engine.Type,Purpose.of.flight,Total.Fatal.Injuries,Total.Serious.Injuries,Total.Minor.Injuries,Total.Uninjured,Weather.Condition,Broad.phase.of.flight,Total.Passengers,Serious.or.Fatal.Fraction,Aircraft.Destroyed,Make.Model
20120308X63616,Accident,CEN12CA183,2012-03-08,"Fort Collins, CO",United States,Substantial,Airplane,N2986P,PIPER,PA-18-150,No,1.0,Reciprocating,Personal,0.0,1.0,0.0,0.0,VMC,Other,1.0,1.0,False,PIPER PA-18-150
20120308X85231,Accident,WPR12LA126,2012-03-08,"Willits, CA",United States,Substantial,Airplane,N702U,OTHER,MX SPRINT II,No,1.0,Reciprocating,Personal,0.0,0.0,0.0,1.0,VMC,Other,1.0,0.0,False,OTHER MX SPRINT II
20120309X04504,Accident,WPR12CA127,2012-03-09,"Kelso, WA",United States,Substantial,Airplane,N5290D,CESSNA,172N,No,1.0,Reciprocating,Personal,0.0,0.0,0.0,1.0,VMC,Other,1.0,0.0,False,CESSNA 172N
20120309X22913,Accident,ERA12LA219,2012-03-09,"Homestead, FL",United States,Substantial,Airplane,N444VR,CIRRUS,SR22,No,1.0,Reciprocating,Instructional,0.0,0.0,0.0,3.0,VMC,Other,3.0,0.0,False,CIRRUS SR22
20120316X94235,Accident,ANC12CA027,2012-03-09,"Naknek, AK",United States,Substantial,Airplane,N756CL,CESSNA,U206G,No,1.0,Reciprocating,Business,0.0,0.0,0.0,2.0,VMC,Other,2.0,0.0,False,CESSNA U206G
20120313X30702,Accident,ERA12CA222,2012-03-10,"Orleans, VT",United States,Substantial,Airplane,N738QF,CESSNA,172N,No,1.0,Reciprocating,Personal,0.0,1.0,0.0,0.0,VMC,Other,1.0,1.0,False,CESSNA 172N
20120311X02621,Accident,WPR12LA128,2012-03-11,"Rio Linda, CA",United States,Substantial,Airplane,N6697L,BEECH,76,No,2.0,Reciprocating,Personal,0.0,0.0,0.0,3.0,VMC,Other,3.0,0.0,False,BEECH 76
20120312X53017,Accident,CEN12CA185,2012-03-11,"Belle Chase, LA",United States,Substantial,Airplane,N3424Y,CESSNA,180H,No,1.0,Reciprocating,Personal,0.0,0.0,0.0,3.0,VMC,Other,3.0,0.0,False,CESSNA 180H
20120312X02049,Accident,WPR12CA129,2012-03-12,"Santa Clarita, CA",United States,Substantial,Airplane,N4143C,STINSON,108-3,No,1.0,Reciprocating,Personal,0.0,2.0,0.0,0.0,VMC,Other,2.0,1.0,False,STINSON 108-3
20120320X01012,Accident,ERA12CA236,2012-03-12,"New Smyrna, FL",United States,Substantial,Airplane,N915ER,DIAMOND AIRCRAFT IND INC,DA 42,No,2.0,Reciprocating,Instructional,0.0,0.0,0.0,2.0,VMC,Other,2.0,0.0,False,DIAMOND AIRCRAFT IND INC DA 42
20120314X70339,Accident,ANC12LA026,2012-03-13,"Ketchikan, AK",United States,Substantial,Airplane,N82SF,DEHAVILLAND,BEAVER DHC-2,No,1.0,Reciprocating,Other,0.0,1.0,1.0,0.0,IMC,Other,2.0,0.5,False,DEHAVILLAND BEAVER DHC-2
20120531X95046,Incident,ENG12IA024,2012-03-13,"Hays, KS",United States,Minor,Airplane,N178YV,BEECH,1900D,No,2.0,Turbo Prop,Other,0.0,0.0,0.0,0.0,,Other,0.0,0.0,False,BEECH 1900D
20120314X00429,Accident,ERA12LA224,2012-03-14,"Rabbit Hash, KY",United States,Substantial,Airplane,N2275R,CESSNA,T210J,No,1.0,Reciprocating,Personal,0.0,0.0,1.0,0.0,VMC,Other,1.0,0.0,False,CESSNA T210J
20120316X31834,Accident,WPR12CA137,2012-03-14,"Caldwell, ID",United States,Substantial,Airplane,N5649B,CESSNA,182,No,1.0,Reciprocating,Skydiving,0.0,0.0,0.0,1.0,VMC,Other,1.0,0.0,False,CESSNA 182
20120315X14443,Accident,WPR12FA136,2012-03-15,"Goble, OR",United States,Substantial,Airplane,N18677,CESSNA,150L,No,1.0,Reciprocating,Instructional,2.0,0.0,0.0,0.0,IMC,Other,2.0,1.0,False,CESSNA 150L
20120315X52136,Accident,ERA12FA225,2012-03-15,"Franklin, NC",United States,Substantial,Airplane,N7700T,CESSNA,501,No,2.0,Turbo Fan,Personal,5.0,0.0,0.0,0.0,VMC,Other,5.0,1.0,False,CESSNA 501
20120315X63245,Accident,DCA12FA051,2012-03-15,"San Juan, PR",United States,Destroyed,Airplane,N153JR,OTHER,440 - NO SERIES,No,,Reciprocating,Other,2.0,0.0,0.0,0.0,VMC,Other,2.0,1.0,True,OTHER 440 - NO SERIES
20120316X41023,Accident,ERA12CA228,2012-03-15,"Charleston, SC",United States,Substantial,Airplane,N832KF,PIPER,PA-28-151,No,1.0,Reciprocating,Instructional,0.0,1.0,0.0,0.0,VMC,Other,1.0,1.0,False,PIPER PA-28-151
20120317X91318,Accident,WPR12FA139,2012-03-15,"Panoche, CA",United States,Substantial,Airplane,N364AB,BEECH,B36,No,1.0,Reciprocating,Positioning,1.0,0.0,0.0,0.0,UNK,Other,1.0,1.0,False,BEECH B36
20120319X42518,Accident,ERA12CA232,2012-03-15,"Dover, TN",United States,Substantial,Airplane,N3779T,PIPER,PA-28R-180,No,1.0,Reciprocating,Personal,0.0,0.0,0.0,1.0,VMC,Other,1.0,0.0,False,PIPER PA-28R-180
20120320X60204,Accident,CEN12CA194,2012-03-15,"New Orleans, LA",United States,Substantial,Airplane,N30770,CESSNA,177B,No,1.0,Reciprocating,Personal,0.0,0.0,0.0,3.0,VMC,Other,3.0,0.0,False,CESSNA 177B
20120501X70035,Accident,CEN12CA264,2012-03-15,"Cheyenne Wells, CO",United States,Substantial,Airplane,N7306C,AIR TRACTOR,AT-301A,No,1.0,Reciprocating,Aerial Application,0.0,0.0,0.0,1.0,VMC,Other,1.0,0.0,False,AIR TRACTOR AT-301A
20120316X50725,Accident,ERA12LA229,2012-03-16,"Venice, FL",United States,Substantial,Airplane,N379CT,FLIGHT DESIGN,CTSW,No,1.0,Reciprocating,Personal,0.0,0.0,0.0,2.0,VMC,Other,2.0,0.0,False,FLIGHT DESIGN CTSW
20120320X73601,Accident,ERA12LA234,2012-03-16,"Pensacola, FL",United States,Substantial,Airplane,N79509,CESSNA,172K,No,1.0,Reciprocating,Instructional,0.0,0.0,0.0,2.0,VMC,Other,2.0,0.0,False,CESSNA 172K
20120319X03943,Accident,CEN12CA190,2012-03-17,"Fort Worth, TX",United States,Substantial,Airplane,N185GS,CESSNA,A185F,No,1.0,Reciprocating,Personal,0.0,0.0,0.0,3.0,VMC,Other,3.0,0.0,False,CESSNA A185F
20120320X45206,Accident,CEN12CA193,2012-03-17,"Branson, MO",United States,Substantial,Airplane,N801RC,BELLANCA,17-30A,No,1.0,Reciprocating,Personal,0.0,0.0,0.0,1.0,VMC,Other,1.0,0.0,False,BELLANCA 17-30A
20120320X95501,Accident,ERA12CA235,2012-03-17,"Douglas, GA",United States,Substantial,Airplane,N3225N,PIPER,J3C-65,No,1.0,Reciprocating,Personal,0.0,0.0,0.0,2.0,VMC,Other,2.0,0.0,False,PIPER J3C-65
20120318X91942,Accident,CEN12FA188,2012-03-18,"Mexico, MO",United States,Substantial,Airplane,N158EA,PIPER,PA-28-161,No,1.0,Reciprocating,Personal,1.0,0.0,1.0,0.0,VMC,Other,2.0,0.5,False,PIPER PA-28-161
20120319X84023,Accident,CEN12LA189,2012-03-18,"Arcola, TX",United States,Substantial,Airplane,N56273,PIPER,PA-28R-200,No,1.0,Reciprocating,Instructional,0.0,0.0,0.0,2.0,VMC,Other,2.0,0.0,False,PIPER PA-28R-200
20120321X24816,Accident,ERA12CA242,2012-03-18,"New Smyrna, FL",United States,Substantial,Airplane,N15764,PIPER,PA-28R-200,No,1.0,Reciprocating,Instructional,0.0,0.0,0.0,2.0,VMC,Other,2.0,0.0,False,PIPER PA-28R-200
20120322X52544,Accident,ERA12CA244,2012-03-18,"Clearwater, FL",United States,Substantial,Airplane,N9140M,MOONEY,M20M,No,1.0,Reciprocating,Personal,0.0,0.0,0.0,2.0,VMC,Other,2.0,0.0,False,MOONEY M20M
20120321X23409,Accident,ERA12LA241,2012-03-20,"Belfast, ME",United States,Substantial,Airplane,N46492,CESSNA,172K,No,1.0,Reciprocating,Instructional,0.0,0.0,0.0,2.0,VMC,Other,2.0,0.0,False,CESSNA 172K
20120321X62302,Accident,CEN12LA195,2012-03-20,"Indianapolis, IN",United States,Substantial,Airplane,N8421R,PIPER,PA-28-140,No,1.0,Reciprocating,Instructional,0.0,0.0,0.0,1.0,VMC,Other,1.0,0.0,False,PIPER PA-28-140
20120322X85730,Accident,ERA12CA245,2012-03-20,"Clearwater, FL",United States,Substantial,Airplane,N82406,AERONCA,7AC,No,1.0,Reciprocating,Instructional,0.0,0.0,0.0,2.0,VMC,Other,2.0,0.0,False,AERONCA 7AC
20120322X05609,Accident,CEN12FA196,2012-03-21,"Glencoe, MN",United States,Substantial,Airplane,N3871N,BEECH,35,No,1.0,Reciprocating,Personal,3.0,0.0,0.0,0.0,IMC,Other,3.0,1.0,False,BEECH 35
20120322X83547,Accident,CEN12LA197,2012-03-21,"Pinconning, MI",United States,Substantial,Airplane,N2389P,PIPER,PA-22-150,No,1.0,Reciprocating,Personal,0.0,0.0,1.0,0.0,VMC,Other,1.0,0.0,False,PIPER PA-22-150
20120327X44242,Accident,WPR12LA147,2012-03-21,"St. George, UT",United States,Substantial,Airplane,N866P,BEECH,35-C33,No,1.0,Reciprocating,Personal,0.0,0.0,0.0,2.0,VMC,Other,2.0,0.0,False,BEECH 35-C33
20120404X13758,Accident,CEN12CA225,2012-03-21,"Malvern, AR",United States,Substantial,Airplane,N17MJ,BEECH,V35B,No,1.0,Reciprocating,Personal,0.0,0.0,0.0,2.0,VMC,Other,2.0,0.0,False,BEECH V35B
20120322X10452,Accident,WPR12CA142,2012-03-22,"Jean, NV",United States,Substantial,Airplane,N55634,PIPER,PA-28-140,No,1.0,Reciprocating,Instructional,0.0,0.0,0.0,1.0,VMC,Other,1.0,0.0,False,PIPER PA-28-140
20120323X64925,Accident,ERA12WA249,2012-03-22,"Puerto Aguiree, Chile",Chile,Destroyed,Airplane,CC-AEB,BEECH,300,No,2.0,,Other,8.0,0.0,0.0,0.0,VMC,Other,8.0,1.0,True,BEECH 300
20120323X40512,Accident,ERA12LA246,2012-03-23,"Beaver Falls, PA",United States,Substantial,Airplane,N166SE,DIAMOND AIRCRAFT IND INC,DA 20-C1,No,1.0,Reciprocating,Instructional,0.0,1.0,1.0,0.0,VMC,Other,2.0,0.5,False,DIAMOND AIRCRAFT IND INC DA 20-C1
20120323X60614,Accident,ERA12CA247,2012-03-23,"Butler, PA",United States,Substantial,Airplane,N58135,MOONEY,M20J,No,1.0,Reciprocating,Personal,0.0,0.0,0.0,1.0,VMC,Other,1.0,0.0,False,MOONEY M20J
20120324X13858,Accident,ERA12LA250,2012-03-23,"Wellington, FL",United States,Substantial,Airplane,N21EP,PIPER,PA46,No,1.0,Turbo Prop,Personal,0.0,0.0,1.0,0.0,VMC,Other,1.0,0.0,False,PIPER PA46
20120324X21405,Accident,WPR12CA145,2012-03-23,"Conrad, MT",United States,Substantial,Airplane,N840JC,ROCKWELL,690C,No,2.0,Turbo Prop,Other Work Use,0.0,0.0,0.0,5.0,IMC,Other,5.0,0.0,False,ROCKWELL 690C
20120325X10800,Accident,CEN12FA199,2012-03-23,"Longmont, CO",United States,Substantial,Airplane,N10468,CESSNA,172S,No,1.0,Reciprocating,Instructional,2.0,1.0,0.0,0.0,VMC,Other,3.0,1.0,False,CESSNA 172S
20120403X00927,Accident,CEN12LA220,2012-03-23,"Addison, TX",United States,Substantial,Airplane,N229TX,CIRRUS,SR22T,No,1.0,Reciprocating,Personal,0.0,0.0,0.0,2.0,VMC,Other,2.0,0.0,False,CIRRUS SR22T
20120324X70622,Accident,ERA12LA252,2012-03-24,"Deland, FL",United States,Substantial,Airplane,N528DJ,OTHER,MARK III CLASSIC,No,1.0,Reciprocating,Personal,0.0,0.0,0.0,2.0,VMC,Other,2.0,0.0,False,OTHER MARK III CLASSIC
20120324X93454,Accident,CEN12LA198,2012-03-24,"Bloomfield, IN",United States,Substantial,Airplane,N201QB,MOONEY,M20J,No,1.0,Reciprocating,Positioning,0.0,0.0,2.0,0.0,VMC,Other,2.0,0.0,False,MOONEY M20J
20120325X51737,Accident,ERA12LA253,2012-03-24,"Margaret, AL",United States,Substantial,Airplane,N7309W,PIPER,PA-28-180,No,1.0,Reciprocating,Personal,0.0,0.0,1.0,1.0,VMC,Other,2.0,0.0,False,PIPER PA-28-180
20120326X00523,Accident,CEN12CA200,2012-03-24,"Colorado Springs, CO",United States,Substantial,Airplane,N97LP,CESSNA,172P,No,1.0,Reciprocating,Personal,0.0,1.0,0.0,2.0,VMC,Other,3.0,0.3333333333333333,False,CESSNA 172P
20120326X10400,Accident,CEN12CA202,2012-03-24,"Casterville, TX",United States,Substantial,Airplane,N602BV,OTHER,AEROSTAR 601P,No,2.0,Reciprocating,Personal,0.0,0.0,0.0,3.0,IMC,Other,3.0,0.0,False,OTHER AEROSTAR 601P
20120329X64649,Accident,CEN12CA213,2012-03-24,"Council Bluffs, IA",United States,Substantial,Airplane,N368ES,CESSNA,172R,No,1.0,Reciprocating,Personal,0.0,0.0,0.0,1.0,VMC,Other,1.0,0.0,False,CESSNA 172R
20120331X04107,Accident,ERA12LA259,2012-03-24,"Brooksville, FL",United States,Substantial,Airplane,N99087,CESSNA,172P,No,1.0,Reciprocating,Other Work Use,0.0,0.0,0.0,3.0,VMC,Other,3.0,0.0,False,CESSNA 172P
20120409X10833,Accident,ERA12LA273,2012-03-24,"Dothan, AL",United States,Substantial,Airplane,N2334S,CESSNA,T337B,No,2.0,Reciprocating,Personal,0.0,0.0,0.0,2.0,VMC,Other,2.0,0.0,False,CESSNA T337B
20120325X11226,Accident,ERA12CA254,2012-03-25,"Groveland, FL",United States,Substantial,Airplane,N2570C,OTHER,ALLEGRO 2007,No,1.0,Reciprocating,Ferry,0.0,0.0,0.0,1.0,VMC,Other,1.0,0.0,False,OTHER ALLEGRO 2007
20120326X01729,Accident,ERA12WA255,2012-03-25,"Treasure Cay, Bahamas",Bahamas,Substantial,Airplane,N8415C,PIPER,PA-32R-300,No,1.0,Reciprocating,Personal,4.0,0.0,0.0,0.0,VMC,Other,4.0,1.0,False,PIPER PA-32R-300
20120327X93747,Accident,WPR12CA148,2012-03-25,"Coolin, ID",United States,Substantial,Airplane,N97032,STINSON,108-1,No,1.0,Reciprocating,Personal,0.0,0.0,0.0,2.0,VMC,Other,2.0,0.0,False,STINSON 108-1
20120327X10442,Accident,CEN12CA207,2012-03-26,"Crowley, LA",United States,Substantial,Airplane,N6143D,PIPER,PA-22-150,No,1.0,Reciprocating,Personal,0.0,1.0,0.0,0.0,VMC,Other,1.0,1.0,False,PIPER PA-22-150
20120330X13042,Accident,CEN12CA215,2012-03-27,"Battle Creek, MI",United States,Substantial,Airplane,N1212C,CESSNA,441,No,2.0,Turbo Prop,Other,0.0,0.0,0.0,3.0,VMC,Other,3.0,0.0,False,CESSNA 441
20120328X02504,Accident,CEN12FA210,2012-03-28,"Broken Bow, NE",United States,Substantial,Airplane,N1567W,BEECH,E-55,No,2.0,Reciprocating,Personal,1.0,0.0,1.0,0.0,VMC,Other,2.0,0.5,False,BEECH E-55
20120330X94554,Accident,CEN12LA214,2012-03-29,"Midlothian, TX",United States,Substantial,Airplane,N480SP,CESSNA,172S,No,1.0,Reciprocating,Personal,0.0,0.0,0.0,1.0,VMC,Other,1.0,0.0,False,CESSNA 172S
20120330X04618,Accident,CEN12LA216,2012-03-30,"Arcola, TX",United States,Substantial,Airplane,N800KA,PIPER,PA-28-161,No,1.0,Reciprocating,Instructional,0.0,1.0,0.0,0.0,VMC,Other,1.0,1.0,False,PIPER PA-28-161
20120402X34547,Accident,WPR12CA150,2012-03-30,"Casa Grande, AZ",United States,Substantial,Airplane,N190DK,OTHER,FW190 A-5,No,1.0,Reciprocating,Personal,0.0,0.0,0.0,1.0,VMC,Other,1.0,0.0,False,OTHER FW190 A-5
20120410X30119,Accident,ANC12CA029,2012-03-30,"Palmer, AK",United States,Substantial,Airplane,N266V,CESSNA,180,No,1.0,Reciprocating,Personal,0.0,0.0,0.0,2.0,VMC,Other,2.0,0.0,False,CESSNA 180
20120331X34152,Accident,ANC12FA028,2012-03-31,"Sleetmute, AK",United States,Substantial,Airplane,N7276D,PIPER,PA-18,No,1.0,Reciprocating,Personal,2.0,0.0,0.0,0.0,VMC,Other,2.0,1.0,False,PIPER PA-18
20120401X13509,Accident,ERA12LA261,2012-03-31,"Lake Wales, FL",United States,Substantial,Airplane,N224AL,CESSNA,210-5,No,1.0,Reciprocating,Skydiving,0.0,0.0,0.0,7.0,VMC,Other,7.0,0.0,False,CESSNA 210-5
20120402X73702,Accident,CEN12CA219,2012-03-31,"Emporia, KS",United States,Substantial,Airplane,N3673T,AVIAT,F19,No,1.0,Reciprocating,Personal,0.0,0.0,0.0,1.0,VMC,Other,1.0,0.0,False,AVIAT F19
20120427X53425,Accident,DCA12WA066,2012-03-31,"Tokyo, Japan",Japan,Substantial,Airplane,JA701J,BOEING,777 - 206,No,,,Other,0.0,0.0,0.0,0.0,,Other,0.0,0.0,False,BOEING 777 - 206
20120402X20342,Accident,ERA12FA262,2012-04-01,"Calhoun, KY",United States,Substantial,Airplane,N9448Q,BEECH,58,No,2.0,Reciprocating,Personal,1.0,0.0,0.0,0.0,VMC,Other,1.0,1.0,False,BEECH 58
20120402X52218,Accident,WPR12CA151,2012-04-01,"Lake Havasu City, AZ",United States,Substantial,Airplane,N32LB,OTHER,LA-4-200,No,1.0,Reciprocating,Personal,0.0,0.0,0.0,2.0,VMC,Other,2.0,0.0,False,OTHER LA-4-200
20120404X93304,Accident,CEN12LA224,2012-04-01,"Winterset, IA",United States,Substantial,Airplane,N3830G,CESSNA,U206B,No,1.0,Reciprocating,Skydiving,0.0,0.0,0.0,7.0,VMC,Other,7.0,0.0,False,CESSNA U206B
20120403X01230,Accident,CEN12CA221,2012-04-02,"Ganado, TX",United States,Substantial,Airplane,N4544S,AIR TRACTOR,AT-402A,No,1.0,Turbo Prop,Aerial Application,0.0,0.0,0.0,1.0,VMC,Other,1.0,0.0,False,AIR TRACTOR AT-402A
20120403X03055,Accident,ERA12CA266,2012-04-02,"Philadelphia, PA",United States,Substantial,Airplane,N6902L,PIPER,PA-60-602P,No,2.0,Reciprocating,Personal,0.0,0.0,0.0,1.0,VMC,Other,1.0,0.0,False,PIPER PA-60-602P
20120403X52637,Accident,DCA12WA055,2012-04-02,"Roshchino, Russia",Russia,Destroyed,Airplane,VP-BYZ,OTHER,ATR72,No,,,Other,0.0,0.0,0.0,0.0,,Other,0.0,0.0,True,OTHER ATR72
20120404X75417,Accident,ERA12LA268,2012-04-03,"Caribbean Sea, UN",UN,Substantial,Airplane,N8116L,BEECH,C90GTX,No,2.0,Turbo Prop,Ferry,0.0,0.0,0.0,2.0,VMC,Other,2.0,0.0,False,BEECH C90GTX
20120404X40048,Accident,ERA12CA269,2012-04-03,"Pittsburgh, PA",United States,Substantial,Airplane,N71479,LUSCOMBE,8A,No,1.0,Reciprocating,Personal,0.0,0.0,0.0,1.0,VMC,Other,1.0,0.0,False,LUSCOMBE 8A
20120404X74324,Accident,ERA12LA267,2012-04-03,"Eastover, SC",United States,Substantial,Airplane,N961JD,PIPER,PA-28R-200,No,1.0,Reciprocating,Personal,0.0,0.0,0.0,2.0,VMC,Other,2.0,0.0,False,PIPER PA-28R-200
20120405X31518,Accident,WPR12CA153,2012-04-03,"Johnson Valley, CA",United States,Substantial,Airplane,N6749A,CESSNA,172,No,1.0,Reciprocating,Personal,0.0,1.0,0.0,0.0,VMC,Other,1.0,1.0,False,CESSNA 172
20120404X61705,Accident,CEN12LA227,2012-04-04,"Breckenridge, TX",United States,Substantial,Airplane,N14HP,GRUMMAN,F8F-1,No,1.0,Reciprocating,Personal,1.0,0.0,0.0,0.0,VMC,Other,1.0,1.0,False,GRUMMAN F8F-1
20120405X40552,Accident,CEN12LA229,2012-04-04,"San Marcos, TX",United States,Substantial,Airplane,N1162X,PIPER,PA-34-200T,No,2.0,Reciprocating,Positioning,0.0,0.0,0.0,1.0,VMC,Other,1.0,0.0,False,PIPER PA-34-200T
20120409X20609,Accident,CEN12LA234,2012-04-04,"Telluride, CO",United States,Substantial,Airplane,N1178L,CESSNA,LC41-550FG,No,1.0,Reciprocating,Personal,0.0,0.0,0.0,4.0,VMC,Other,4.0,0.0,False,CESSNA LC41-550FG
20120405X54629,Accident,CEN12LA231,2012-04-05,"Ann Arbor, MI",United States,Destroyed,Airplane,N75GX,OTHER,REMOS GX,No,1.0,Reciprocating,Instructional,0.0,0.0,1.0,0.0,VMC,Other,1.0,0.0,True,OTHER REMOS GX
20120406X00827,Accident,ERA12CA270,2012-04-05,"Pottstown, PA",United States,Substantial,Airplane,N6871H,CESSNA,172M,No,1.0,Reciprocating,Personal,0.0,0.0,0.0,2.0,VMC,Other,2.0,0.0,False,CESSNA 172M
20120406X43139,Accident,WPR12FA154,2012-04-06,"Ludlow, CA",United States,Substantial,Airplane,N5201F,CESSNA,T182,No,1.0,Reciprocating,Personal,1.0,0.0,0.0,0.0,VMC,Other,1.0,1.0,False,CESSNA T182
20120409X23005,Accident,WPR12CA158,2012-04-06,"Redmond, OR",United States,Substantial,Airplane,N14722,OTHER,24 C8C,No,1.0,Reciprocating,Personal,0.0,0.0,0.0,2.0,VMC,Other,2.0,0.0,False,OTHER 24 C8C
20120409X05702,Accident,DCA12FA058,2012-04-07,"Houston, TX",United States,Substantial,Airplane,N213WQ,OTHER,DHC-8-402,No,2.0,Turbo Prop,Other,0.0,0.0,0.0,35.0,VMC,Other,35.0,0.0,False,OTHER DHC-8-402
20120409X51524,Accident,WPR12CA159,2012-04-07,"Westport, WA",United States,Substantial,Airplane,N1183K,LUSCOMBE,8E,No,1.0,Reciprocating,Personal,0.0,1.0,0.0,1.0,VMC,Other,2.0,0.5,False,LUSCOMBE 8E
20120409X64055,Accident,WPR12LA160,2012-04-07,"Kent, WA",United States,Substantial,Airplane,N6616S,CESSNA,150H,No,1.0,Reciprocating,Personal,0.0,0.0,1.0,0.0,VMC,Other,1.0,0.0,False,CESSNA 150H
20120409X84523,Accident,CEN12CA233,2012-04-07,"Marienthal, KS",United States,Substantial,Airplane,N5981F,CESSNA,210H,No,1.0,Reciprocating,Personal,0.0,0.0,0.0,4.0,VMC,Other,4.0,0.0,False,CESSNA 210H
20120408X21850,Accident,WPR12FA155,2012-04-08,"Salinas, CA",United States,Substantial,Airplane,N45R,OTHER,EA-300,No,1.0,Reciprocating,Personal,2.0,0.0,0.0,0.0,VMC,Other,2.0,1.0,False,OTHER EA-300
20120409X70107,Accident,WPR12LA161,2012-04-08,"Casper, WY",United States,Substantial,Airplane,N30997,PIPER,PA-28-181,No,1.0,Reciprocating,Personal,0.0,2.0,0.0,0.0,VMC,Other,2.0,1.0,False,PIPER PA-28-181
20120409X22717,Accident,CEN12LA236,2012-04-09,"Lakin, KS",United States,Substantial,Airplane,N64DX,AYRES,S2R-T15,No,1.0,Turbo Prop,Aerial Application,0.0,0.0,1.0,0.0,VMC,Other,1.0,0.0,False,AYRES S2R-T15
20120409X72653,Accident,ERA12LA274,2012-04-09,"Daytona Beach, FL",United States,Substantial,Airplane,N375LP,CESSNA,172S,No,1.0,Reciprocating,Instructional,0.0,0.0,0.0,2.0,VMC,Other,2.0,0.0,False,CESSNA 172S
20120410X34350,Accident,ERA12CA275,2012-04-09,"Ruleville, MS",United States,Substantial,Airplane,N51037,AIR TRACTOR,AT-602,No,1.0,Turbo Prop,Aerial Application,0.0,0.0,0.0,1.0,VMC,Other,1.0,0.0,False,AIR TRACTOR AT-602
20120412X90856,Accident,CEN12CA238,2012-04-09,"Youngstown, OH",United States,Substantial,Airplane,N441TC,OTHER,CC11-160,No,1.0,Reciprocating,Personal,0.0,0.0,0.0,1.0,VMC,Other,1.0,0.0,False,OTHER CC11-160
20120514X25049,Accident,CEN12CA293,2012-04-09,"Lee's Summit, MO",United States,Substantial,Airplane,N25212,CESSNA,152,No,1.0,Reciprocating,Instructional,0.0,0.0,0.0,1.0,VMC,Other,1.0,0.0,False,CESSNA 152
20120411X30418,Accident,ERA12CA276,2012-04-10,"Iuka, MS",United States,Substantial,Airplane,N43003,PIPER,PA-28-151,No,1.0,Reciprocating,Business,0.0,2.0,0.0,0.0,VMC,Other,2.0,1.0,False,PIPER PA-28-151
20120412X45456,Accident,CEN12CA240,2012-04-10,"Monroe, LA",United States,Substantial,Airplane,N5253Q,CESSNA,172S,No,1.0,Reciprocating,Instructional,0.0,0.0,0.0,1.0,VMC,Other,1.0,0.0,False,CESSNA 172S
20120412X62610,Accident,ERA12CA277,2012-04-10,"Georgetown, KY",United States,Substantial,Airplane,N9518J,PIPER,PA-28-180,No,1.0,Reciprocating,Personal,0.0,0.0,0.0,1.0,VMC,Other,1.0,0.0,False,PIPER PA-28-180
20120509X55852,Accident,WPR12WA199,2012-04-10,"Moree, Australia, Australia",Australia,Substantial,Airplane,VH-WDD,AYRES,S2R,No,1.0,Turbo Prop,Aerial Application,1.0,0.0,0.0,0.0,,Other,1.0,1.0,False,AYRES S2R
20120413X73241,Accident,WPR12FA164,2012-04-12,"Green River, WY",United States,Destroyed,Airplane,N32EG,CESSNA,320D,No,2.0,Reciprocating,Personal,1.0,0.0,0.0,0.0,VMC,Other,1.0,1.0,True,CESSNA 320D
20120413X75305,Accident,ERA12CA278,2012-04-12,"West Palm Beach, FL",United States,Substantial,Airplane,N12003,PIPER,PA-18A,No,1.0,Reciprocating,Personal,0.0,1.0,0.0,1.0,VMC,Other,2.0,0.5,False,PIPER PA-18A
20120418X65443,Accident,WPR12CA171,2012-04-12,"Prescott, AZ",United States,Substantial,Airplane,N17304,CESSNA,172S,No,1.0,Reciprocating,Instructional,0.0,0.0,0.0,1.0,VMC,Other,1.0,0.0,False,CESSNA 172S
20120413X33355,Accident,WPR12LA165,2012-04-13,"San Manuel, AZ",United States,Substantial,Airplane,N3583K,PIPER,PA-28-140,No,1.0,Reciprocating,Personal,0.0,1.0,0.0,1.0,VMC,Other,2.0,0.5,False,PIPER PA-28-140
20120415X83107,Accident,ERA12CA281,2012-04-13,"Plantation Key, FL",United States,Substantial,Airplane,N75487,PIPER,J3C-65,No,1.0,Reciprocating,Personal,0.0,0.0,0.0,2.0,VMC,Other,2.0,0.0,False,PIPER J3C-65
20120417X00541,Accident,ERA12LA287,2012-04-13,"Cross Keys, NJ",United States,Substantial,Airplane,N7001K,PIPER,PA-20,No,1.0,Reciprocating,Personal,0.0,0.0,0.0,1.0,VMC,Other,1.0,0.0,False,PIPER PA-20
20120417X91104,Accident,CEN12LA245,2012-04-13,"Medina, OH",United States,Substantial,Airplane,N4337G,OTHER,ZODIAC XL,No,1.0,Reciprocating,Personal,0.0,1.0,0.0,0.0,VMC,Other,1.0,1.0,False,OTHER ZODIAC XL
20120420X55633,Incident,DCA12WA064,2012-04-13,"Seville, Spain",Spain,Minor,Airplane,EI-EBA,BOEING,737 - 800,No,,,Other,0.0,0.0,0.0,0.0,,Other,0.0,0.0,False,BOEING 737 - 800
20120415X00147,Accident,ERA12CA283,2012-04-14,"Cedartown, GA",United States,Substantial,Airplane,N714JJ,CESSNA,150M,No,1.0,Reciprocating,Personal,0.0,0.0,0.0,2.0,VMC,Other,2.0,0.0,False,CESSNA 150M
